25.707,79.707,7,1862.5,1,
22.1,79,7,1863.1,1,
-22.1,79,7,1869.7,1,
-25.707,79.707,7,1870.2,1,
-25,76.1,7,1870.8,1,
-25,54.031,7,1874.1,1,
-25,54.019,7,1874.1,0,
-25,54.019,27,1874.7,0,
-25,-3.1608,27,1876.4,0,
-25,-3.1608,7,1877,1,
-25,-25,7,1880.3,1,
22.1,-25,7,1887.4,1,
25.707,-25.707,7,1887.9,1,
25,-22.1,7,1888.5,1,
25,25,7,1895.5,1,
-22.1,25,7,1902.6,1,
-25.707,25.707,7,1903.1,1,
-25,22.1,7,1903.7,1,
-25,0.029525,7,1907,1,
-25,-3.1608,7,1907.5,0,
-25,-3.1608,27,1908.1,0,
-25,-54,27,1909.6,0,
-25,-54,7,1910.2,1,
-25,-76.1,7,1913.5,1,
-25.707,-79.707,7,1914.1,1,
-22.1,-79,7,1914.6,1,
22.1,-79,7,1921.3,1,
25.707,-79.707,7,1921.8,1,
25,-76.1,7,1922.4,1,
25,-29,7,1929.4,1,
-22.1,-29,7,1936.5,1,
-25.707,-28.293,7,1937,1,
-25,-31.9,7,1937.6,1,
-25,-54,7,1940.9,0,
-25,-54,27,1941.5,0,
-83,0,27,1943.9,0,
-83,0,7,2018.5,1,74.6
-83,-83,7,1956.9,1,
83,-83,7,1981.8,1,
83,83,7,2006.7,1,
-83,83,7,2031.6,1,
-83,0,7,2044.1,0,
-83,0,27,2044.7,0,
-79,-53.982,27,2046.3,0,
-79,-53.982,7,2046.9,1,
-79,-79,7,2050.7,1,
-31.9,-79,7,2057.7,1,
-28.293,-79.707,7,2058.3,1,
-29,-76.1,7,2058.8,1,
-29,-29,7,2065.9,1,
-76.1,-29,7,2073,1,
-79.632,-28.368,7,2073.5,1,
-79,-31.9,7,2074,1,
-79,-53.982,7,2077.3,0,
-79,-53.982,27,2077.9,0,
29,-54,28.75,2078.5,0,
29,-54,8.75,2079.1,1,
29,-76.1,8.75,2082.5,1,
28.293,-79.707,8.75,2083,1,
31.9,-79,8.75,2083.6,1,
79,-79,8.75,2090.6,1,
79,-31.9,8.75,2097.7,1,
79.632,-28.368,8.75,2098.2,1,
76.1,-29,8.75,2098.8,1,
31.9,-29,8.75,2105.4,1,
28.293,-28.293,8.75,2105.9,1,
29,-31.9,8.75,2106.5,1,
29,-54,8.75,2109.8,0,
29,-54,28.75,2110.4,0,
-79,-1.78E-15,28.75,2114,0,
-79,-1.78E-15,8.75,2114.6,1,
-79,-22.1,8.75,2118,1,
-79.707,-25.707,8.75,2118.5,1,
-76.1,-25,8.75,2119.1,1,
-31.9,-25,8.75,2125.7,1,
-28.352,-25.695,8.75,2126.2,1,
-28.293,-25.707,8.75,2126.2,1,
-29,-22.1,8.75,2126.8,1,
-29,25,8.75,2133.9,1,
-76.1,25,8.75,2140.9,1,
-79.707,25.707,8.75,2141.5,1,
-79,22.1,8.75,2142,1,
-79,-1.78E-15,8.75,2145.3,0,
-79,-1.78E-15,28.75,2145.9,0,
-79,54.019,28.75,2147.6,0,
-79,54.019,8.75,2148.2,1,
-79,31.9,8.75,2151.5,1,
-79.707,28.293,8.75,2152,1,
-76.1,29,8.75,2152.6,1,
-31.9,29,8.75,2159.2,1,
-28.293,28.293,8.75,2159.8,1,
-29,31.9,8.75,2160.3,1,
-29,76.1,8.75,2166.9,1,
-28.293,79.707,8.75,2167.5,1,
-31.9,79,8.75,2168,1,
-79,79,8.75,2175.1,1,
-79,54.019,8.75,2178.9,0,
-79,54.019,28.75,2179.5,0,
29,54.019,28.75,2182.7,0,
29,54.019,8.75,2183.3,1,
29,53.941,8.75,2183.3,1,
29,29,8.75,2187,1,
76.1,29,8.75,2194.1,1,
79.707,28.293,8.75,2194.7,1,
79,31.9,8.75,2195.2,1,
79,79,8.75,2202.3,1,
31.9,79,8.75,2209.3,1,
28.293,79.707,8.75,2209.9,1,
29,76.1,8.75,2210.4,1,
29,54.019,8.75,2213.8,0,
29,54.019,28.75,2214.4,0,
29,0.031526,28.75,2216,0,
29,0.031526,8.75,2216.6,1,
29,-25,8.75,2220.3,1,
76.1,-25,8.75,2227.4,1,
79.707,-25.707,8.75,2227.9,1,
79,-22.1,8.75,2228.5,1,
79,22.1,8.75,2235.1,1,
